,PID,Gender,Sex_orient,Age,Pol_party,Pol_Id,Pol_Id_forced,Know_LGB,Know_trans,Religiosity,State,Rel_lib_marriage,Trans_bath,LG_job_discrim,LG_couple_adopt,Sum_Policies,Feel_therm_LG,Feel_therm_trans,Feel_therm_mean,Gov_pol_party_2020,Overall_rel
7215,7216,2,1,57,1,1,,1,1,5,NC,0,0,1,0,1,100,100,100,Democrat,0.65
7322,7323,2,2,19,1,1,,2,2,5,NC,0,0,1,0,1,100,100,100,Democrat,0.65
7394,7395,2,1,50,1,2,,1,2,5,NC,0,0,1,0,1,100,100,100,Democrat,0.65
8128,8129,2,1,73,4,4,1,1,2,3,NC,0,0,1,0,1,100,100,100,Democrat,0.65
8158,8159,2,1,18,1,,2,1,2,1,NC,0,0,1,0,1,100,100,100,Democrat,0.65
8236,8237,2,1,70,1,2,,1,1,5,NC,0,0,1,0,1,100,100,100,Democrat,0.65
3831,3832,1,1,65,4,1,,1,2,5,NC,0,0,1,0,1,,,,Democrat,0.65
598,599,2,1,54,1,5,,1,2,2,NC,0,,1,0,1,99,70,84.5,Democrat,0.65
8060,8061,1,1,70,1,2,,1,1,4,NC,0,,1,0,1,85,85,85,Democrat,0.65
7759,7760,1,1,36,4,4,,1,2,5,NC,,1,1,0,2,50,40,45,Democrat,0.65
5850,5851,2,1,58,4,3,,1,2,3,NC,,1,1,0,2,70,50,60,Democrat,0.65
554,555,2,1,45,1,,1,1,2,1,NC,1,1,0,0,2,0,0,0,Democrat,0.65
2077,2078,1,1,80,4,,2,1,2,1,NC,1,1,0,0,2,0,0,0,Democrat,0.65
2817,2818,1,1,61,4,6,,1,2,1,NC,1,1,0,0,2,0,0,0,Democrat,0.65
3070,3071,1,1,64,1,5,,2,2,2,NC,1,1,0,0,2,0,0,0,Democrat,0.65
4250,4251,2,1,59,2,6,,1,2,1,NC,1,1,0,0,2,0,0,0,Democrat,0.65
4669,4670,2,1,64,2,4,1,2,2,1,NC,1,1,0,0,2,0,0,0,Democrat,0.65
5838,5839,2,1,24,,4,2,2,2,3,NC,1,1,0,0,2,10,0,5,Democrat,0.65
1276,1277,1,1,28,,4,2,2,2,1,NC,1,1,0,0,2,15,0,7.5,Democrat,0.65
1886,1887,2,1,63,1,6,,2,2,1,NC,1,1,0,0,2,15,0,7.5,Democrat,0.65
4298,4299,1,1,76,2,7,,1,2,1,NC,1,1,0,0,2,15,0,7.5,Democrat,0.65
5396,5397,1,1,56,,,2,1,2,4,NC,1,1,0,0,2,30,0,15,Democrat,0.65
2639,2640,2,1,53,2,6,,2,2,3,NC,1,1,0,0,2,20,20,20,Democrat,0.65
7063,7064,2,1,36,2,7,,1,2,1,NC,1,1,0,0,2,35,15,25,Democrat,0.65
1731,1732,2,1,65,2,6,,2,2,2,NC,1,1,0,0,2,40,30,35,Democrat,0.65
778,779,1,1,45,2,7,,1,2,1,NC,1,1,0,0,2,40,40,40,Democrat,0.65
3040,3041,2,1,49,4,5,,2,2,4,NC,1,1,0,0,2,50,30,40,Democrat,0.65
14,15,2,1,41,,4,1,2,2,1,NC,1,1,0,0,2,50,50,50,Democrat,0.65
266,267,2,1,69,4,6,,2,2,2,NC,1,1,0,0,2,50,50,50,Democrat,0.65
450,451,1,1,43,4,7,,2,2,1,NC,1,1,0,0,2,50,50,50,Democrat,0.65
1404,1405,2,1,69,2,7,,2,2,1,NC,1,1,0,0,2,50,50,50,Democrat,0.65
3852,3853,1,1,43,2,6,,2,2,2,NC,1,1,0,0,2,50,50,50,Democrat,0.65
4580,4581,2,1,63,2,6,,1,2,1,NC,1,1,0,0,2,50,50,50,Democrat,0.65
5375,5376,1,1,66,2,7,,1,2,1,NC,1,1,0,0,2,50,50,50,Democrat,0.65
2215,2216,1,1,60,1,6,,1,1,1,NC,1,1,0,0,2,70,60,65,Democrat,0.65
2587,2588,2,1,45,2,7,,1,2,1,NC,1,1,0,0,2,,,,Democrat,0.65
365,366,1,3,44,2,7,,1,2,4,NC,1,0,0,0,1,85,70,77.5,Democrat,0.65
4468,4469,2,1,65,4,3,,1,2,5,NC,1,0,0,0,1,85,70,77.5,Democrat,0.65
774,775,2,1,80,1,2,,1,2,5,NC,1,0,0,0,1,100,85,92.5,Democrat,0.65
6594,6595,2,1,41,,6,,1,2,3,NC,0,1,0,0,1,60,40,50,Democrat,0.65
7457,7458,2,1,30,2,4,1,2,2,1,NC,0,1,0,0,1,50,50,50,Democrat,0.65
2723,2724,1,1,28,4,4,1,2,2,1,NC,0,1,0,0,1,85,70,77.5,Democrat,0.65
5034,5035,2,1,34,2,,1,2,2,1,NC,0,0,0,0,0,50,50,50,Democrat,0.65
5264,5265,2,1,79,,4,1,1,2,3,NC,0,0,0,0,0,50,50,50,Democrat,0.65
648,649,1,1,59,2,5,,1,2,2,NC,0,0,0,0,0,70,100,85,Democrat,0.65
3035,3036,1,1,35,2,6,,2,2,5,NC,1,1,,,2,50,50,50,Democrat,0.65
3623,3624,1,1,59,2,6,,2,1,1,NC,1,1,,,2,85,85,85,Democrat,0.65
8136,8137,2,1,78,,4,2,2,2,1,NC,1,1,,,2,,,,Democrat,0.65
7054,7055,2,,77,,,,1,2,1,NC,,1,,,1,100,100,100,Democrat,0.65
5390,5391,2,,,4,,,1,2,3,NC,,,,,0,50,50,50,Democrat,0.65
3889,3890,1,1,28,,,,1,2,2,NC,,,,,0,,,,Democrat,0.65
2624,2625,2,1,33,,6,,2,2,2,ND,1,1,1,1,4,50,0,25,Republican,0.53
768,769,1,1,69,,7,,2,2,1,ND,1,1,1,1,4,50,30,40,Republican,0.53
4202,4203,1,1,26,,5,,1,2,4,ND,1,1,1,1,4,50,50,50,Republican,0.53
6408,6409,1,1,43,,6,,1,2,4,ND,1,1,1,1,4,50,50,50,Republican,0.53
5146,5147,1,1,63,,5,,1,2,3,ND,1,1,1,1,4,60,50,55,Republican,0.53
1120,1121,1,1,57,,5,,1,2,3,ND,1,1,1,1,4,70,70,70,Republican,0.53
4973,4974,1,1,35,,5,,1,2,3,ND,1,1,1,1,4,85,85,85,Republican,0.53
5861,5862,1,1,28,,4,2,1,2,4,ND,1,0,1,1,3,50,30,40,Republican,0.53
3705,3706,2,1,33,,5,,2,2,4,ND,1,0,1,1,3,50,50,50,Republican,0.53
7542,7543,1,1,67,,4,2,1,,1,ND,1,0,1,1,3,50,100,75,Republican,0.53
1572,1573,2,1,45,,3,,1,2,4,ND,1,0,1,1,3,90,90,90,Republican,0.53
854,855,2,1,29,,6,,1,2,1,ND,0,1,1,1,3,0,0,0,Republican,0.53
3801,3802,2,1,48,,,2,2,2,4,ND,0,0,1,1,2,0,0,0,Republican,0.53
5907,5908,2,1,43,,2,,1,2,3,ND,0,0,1,1,2,85,50,67.5,Republican,0.53
518,519,1,1,71,,3,,2,2,5,ND,0,0,1,1,2,85,85,85,Republican,0.53
6566,6567,2,1,32,,4,2,1,1,1,ND,0,0,1,1,2,90,90,90,Republican,0.53
3016,3017,1,1,30,,1,,1,2,5,ND,0,0,1,1,2,100,85,92.5,Republican,0.53
4124,4125,2,1,24,,4,1,1,2,5,ND,0,0,1,0,1,100,100,100,Republican,0.53
3824,3825,1,1,58,,,1,2,2,1,ND,1,1,0,0,2,0,0,0,Republican,0.53
4085,4086,2,1,52,,6,,1,2,1,ND,1,1,0,0,2,60,20,40,Republican,0.53
1383,1384,1,1,61,,6,,1,2,4,ND,1,1,0,0,2,100,60,80,Republican,0.53
6812,6813,1,1,,,5,,2,2,1,ND,0,1,0,0,1,60,30,45,Republican,0.53
849,850,1,1,34,,5,,2,2,3,ND,0,1,0,0,1,50,50,50,Republican,0.53
7784,7785,2,1,28,,5,,1,2,5,ND,0,0,0,0,0,100,50,75,Republican,0.53
4542,4543,2,1,39,2,6,,2,2,1,NE,1,1,1,1,4,0,0,0,Republican,0.54
8244,8245,2,1,80,2,6,,2,2,1,NE,1,1,1,1,4,0,0,0,Republican,0.54
719,720,2,1,69,,,2,1,2,3,NE,1,1,1,1,4,5,5,5,Republican,0.54
3195,3196,1,1,69,2,6,,2,2,1,NE,1,1,1,1,4,15,15,15,Republican,0.54
6188,6189,2,1,62,2,6,,1,2,3,NE,1,1,1,1,4,15,15,15,Republican,0.54
1163,1164,1,1,69,2,6,,2,2,1,NE,1,1,1,1,4,0,50,25,Republican,0.54
3541,3542,1,1,27,4,6,,2,2,3,NE,1,1,1,1,4,50,15,32.5,Republican,0.54
2438,2439,1,1,56,2,5,,2,2,3,NE,1,1,1,1,4,50,50,50,Republican,0.54
3024,3025,1,1,63,4,5,,1,2,4,NE,1,1,1,1,4,50,50,50,Republican,0.54
6278,6279,1,1,45,4,3,,1,2,2,NE,1,1,1,1,4,50,50,50,Republican,0.54
7669,7670,1,1,27,,5,,1,2,2,NE,1,1,1,1,4,50,50,50,Republican,0.54
323,324,2,1,67,2,7,,1,2,2,NE,1,1,1,1,4,60,60,60,Republican,0.54
1539,1540,2,1,59,4,,2,2,2,1,NE,1,1,1,1,4,70,50,60,Republican,0.54
7959,7960,2,1,58,4,6,,1,2,2,NE,1,1,1,1,4,70,60,65,Republican,0.54
5795,5796,2,1,56,1,4,1,2,2,4,NE,1,1,1,1,4,85,70,77.5,Republican,0.54
5272,5273,2,1,76,2,6,,2,2,1,NE,1,1,1,1,4,86,86,86,Republican,0.54
4777,4778,1,1,37,2,4,2,1,2,4,NE,1,0,1,1,3,50,50,50,Republican,0.54
8182,8183,1,1,73,1,5,,2,2,2,NE,1,0,1,1,3,50,50,50,Republican,0.54
1975,1976,1,1,63,,4,1,1,2,5,NE,1,0,1,1,3,70,70,70,Republican,0.54
4820,4821,2,1,65,1,2,,1,2,2,NE,1,0,1,1,3,85,85,85,Republican,0.54
1636,1637,1,2,70,2,2,,1,2,5,NE,1,0,1,1,3,100,100,100,Republican,0.54
2961,2962,1,1,40,1,4,2,2,2,5,NE,1,0,1,1,3,100,100,100,Republican,0.54
4875,4876,1,1,77,2,6,,1,1,1,NE,1,,1,1,3,40,40,40,Republican,0.54
5419,5420,2,1,45,1,,,2,2,3,NE,0,1,1,1,3,20,20,20,Republican,0.54
4982,4983,2,1,33,4,4,2,1,2,5,NE,0,1,1,1,3,50,50,50,Republican,0.54
5609,5610,2,1,31,2,6,,,,1,NE,0,1,1,1,3,50,50,50,Republican,0.54
863,864,1,1,50,4,4,2,2,1,3,NE,0,1,1,1,3,55,,55,Republican,0.54
2975,2976,2,1,68,1,4,2,1,2,1,NE,0,1,1,1,3,50,60,55,Republican,0.54
238,239,2,1,46,1,2,,1,2,4,NE,0,1,1,1,3,65,60,62.5,Republican,0.54
5176,5177,1,1,33,1,4,1,2,2,5,NE,0,1,1,1,3,70,70,70,Republican,0.54
2449,2450,1,1,55,,,1,1,2,1,NE,0,1,1,1,3,100,100,100,Republican,0.54
6416,6417,1,1,35,1,2,,2,2,5,NE,0,0,1,1,2,50,50,50,Republican,0.54
5765,5766,1,1,38,1,1,,1,2,5,NE,0,0,1,1,2,65,75,70,Republican,0.54
8272,8273,1,1,47,4,3,,1,2,5,NE,0,0,1,1,2,85,60,72.5,Republican,0.54
5615,5616,2,1,51,2,4,1,2,2,4,NE,0,0,1,1,2,50,100,75,Republican,0.54
4996,4997,1,1,52,2,6,,1,1,4,NE,0,0,1,1,2,95,66,80.5,Republican,0.54
3269,3270,1,1,55,4,2,,1,2,2,NE,0,0,1,1,2,85,85,85,Republican,0.54
6600,6601,1,1,49,2,6,,2,2,1,NE,0,0,1,1,2,85,85,85,Republican,0.54
8269,8270,1,1,67,4,,1,1,2,5,NE,0,0,1,1,2,100,85,92.5,Republican,0.54
1457,1458,1,2,36,4,3,,1,2,5,NE,0,0,1,1,2,100,100,100,Republican,0.54
5084,5085,1,1,31,1,4,1,2,2,1,NE,0,0,1,0,1,100,100,100,Republican,0.54
5607,5608,2,3,22,1,2,,1,1,4,NE,0,0,1,0,1,100,100,100,Republican,0.54
7628,7629,2,1,69,1,2,,1,1,1,NE,0,,1,0,1,70,70,70,Republican,0.54
7721,7722,1,1,70,1,6,,2,2,2,NE,1,1,0,0,2,0,0,0,Republican,0.54
2149,2150,2,1,76,2,6,,2,2,2,NE,1,1,0,0,2,0,40,20,Republican,0.54
3858,3859,1,1,65,2,4,2,2,2,3,NE,1,0,0,0,1,50,50,50,Republican,0.54
5883,5884,2,1,80,2,7,,2,2,1,NE,1,0,0,0,1,,,,Republican,0.54
4987,4988,1,1,50,2,6,,1,2,4,NH,1,1,1,1,4,65,0,32.5,Republican,0.33
4237,4238,2,1,60,4,6,,2,2,1,NH,1,1,1,1,4,75,5,40,Republican,0.33
2290,2291,1,1,63,2,,2,2,2,1,NH,1,1,1,1,4,50,40,45,Republican,0.33
7492,7493,2,1,51,,4,1,1,1,5,NH,1,0,1,1,3,50,50,50,Republican,0.33
1123,1124,2,1,74,4,4,2,2,2,1,NH,1,0,1,1,3,60,,60,Republican,0.33
3297,3298,2,1,66,4,4,2,1,2,3,NH,1,0,1,1,3,70,50,60,Republican,0.33
5866,5867,1,1,62,4,6,,1,2,1,NH,1,0,1,1,3,70,50,60,Republican,0.33
1130,1131,2,1,50,1,2,,1,1,5,NH,1,0,1,1,3,75,75,75,Republican,0.33
4522,4523,2,,65,4,4,2,1,2,4,NH,1,0,1,1,3,85,85,85,Republican,0.33
2302,2303,2,1,66,2,6,,2,2,2,NH,1,0,1,1,3,100,100,100,Republican,0.33
3652,3653,2,1,,4,4,2,1,2,4,NH,1,0,1,1,3,100,100,100,Republican,0.33
3690,3691,2,1,52,4,4,2,1,1,2,NH,1,,1,1,3,50,50,50,Republican,0.33
135,136,2,1,73,4,6,,1,2,1,NH,1,,1,1,3,85,60,72.5,Republican,0.33
2858,2859,2,1,24,4,4,1,1,2,2,NH,0,1,1,1,3,50,50,50,Republican,0.33
4310,4311,2,1,67,2,6,,2,2,2,NH,0,1,1,1,3,50,50,50,Republican,0.33
1375,1376,2,1,,,3,,1,2,4,NH,0,1,1,1,3,70,70,70,Republican,0.33
17,18,1,1,55,1,3,,1,1,3,NH,0,1,1,1,3,85,85,85,Republican,0.33
339,340,1,1,48,1,2,,1,2,5,NH,0,0,1,1,2,50,50,50,Republican,0.33
5274,5275,2,1,72,4,6,,1,2,1,NH,0,0,1,1,2,50,50,50,Republican,0.33
7988,7989,2,1,69,4,2,,,,2,NH,0,0,1,1,2,50,50,50,Republican,0.33
145,146,2,1,45,1,4,1,2,2,5,NH,0,0,1,1,2,60,60,60,Republican,0.33
6046,6047,1,1,38,1,2,,1,1,5,NH,0,0,1,1,2,60,60,60,Republican,0.33
1345,1346,1,1,42,4,2,,1,2,5,NH,0,0,1,1,2,75,50,62.5,Republican,0.33
3196,3197,2,1,50,1,2,,1,2,4,NH,0,0,1,1,2,70,60,65,Republican,0.33
240,241,2,1,63,4,3,,1,2,2,NH,0,0,1,1,2,70,70,70,Republican,0.33
477,478,1,1,79,4,4,1,1,2,5,NH,0,0,1,1,2,70,70,70,Republican,0.33
3019,3020,1,,69,4,3,,,,5,NH,0,0,1,1,2,70,70,70,Republican,0.33
4836,4837,2,1,55,1,2,,1,2,4,NH,0,0,1,1,2,85,70,77.5,Republican,0.33
7520,7521,1,1,60,1,4,1,1,2,5,NH,0,0,1,1,2,85,70,77.5,Republican,0.33
1645,1646,2,1,78,1,2,,1,2,5,NH,0,0,1,1,2,85,85,85,Republican,0.33
7409,7410,2,1,70,4,3,,2,2,4,NH,0,0,1,1,2,85,85,85,Republican,0.33
1692,1693,2,1,63,1,4,1,1,2,1,NH,0,0,1,1,2,86,90,88,Republican,0.33
1964,1965,2,1,72,4,2,,1,2,4,NH,0,0,1,1,2,100,85,92.5,Republican,0.33
2294,2295,2,1,75,4,,2,1,2,2,NH,0,0,1,1,2,100,85,92.5,Republican,0.33
2477,2478,2,1,62,1,2,,1,2,3,NH,0,0,1,1,2,95,95,95,Republican,0.33
421,422,1,2,36,1,2,,1,1,1,NH,0,0,1,1,2,100,100,100,Republican,0.33
2605,2606,2,1,33,1,1,,1,1,5,NH,0,0,1,1,2,100,100,100,Republican,0.33
3987,3988,2,4,30,1,1,,1,2,5,NH,0,0,1,0,1,100,100,100,Republican,0.33
4106,4107,1,1,31,4,2,,1,2,4,NH,0,0,1,0,1,100,100,100,Republican,0.33
4640,4641,2,1,61,5,5,,1,1,3,NH,0,0,1,0,1,100,100,100,Republican,0.33
5797,5798,1,1,25,4,,1,1,2,3,NH,0,0,1,0,1,100,100,100,Republican,0.33
7699,7700,2,1,58,4,6,,1,2,5,NH,0,0,1,0,1,100,100,100,Republican,0.33
170,171,1,1,69,2,6,,2,2,4,NH,1,0,0,0,1,40,50,45,Republican,0.33
3532,3533,2,1,66,4,2,,1,2,5,NH,0,0,0,0,0,85,70,77.5,Republican,0.33
6277,6278,1,1,50,2,,2,2,2,1,NJ,1,1,1,1,4,15,0,7.5,Democrat,0.55
1244,1245,1,1,23,,5,,2,2,4,NJ,1,1,1,1,4,50,0,25,Democrat,0.55
3081,3082,1,1,67,,,2,2,2,3,NJ,1,1,1,1,4,0,50,25,Democrat,0.55
4186,4187,2,1,,,,1,2,2,1,NJ,1,1,1,1,4,30,30,30,Democrat,0.55
560,561,1,1,58,4,5,,1,2,3,NJ,1,1,1,1,4,50,15,32.5,Democrat,0.55
5977,5978,2,1,59,2,7,,2,2,3,NJ,1,1,1,1,4,40,30,35,Democrat,0.55
1966,1967,2,1,51,2,6,,1,2,1,NJ,1,1,1,1,4,50,30,40,Democrat,0.55
4009,4010,1,1,68,2,7,,1,2,1,NJ,1,1,1,1,4,40,50,45,Democrat,0.55
479,480,1,1,47,4,5,,2,2,3,NJ,1,1,1,1,4,50,50,50,Democrat,0.55
1399,1400,2,1,68,4,4,2,2,2,1,NJ,1,1,1,1,4,,50,50,Democrat,0.55
1536,1537,2,1,73,1,,2,2,2,1,NJ,1,1,1,1,4,50,50,50,Democrat,0.55
2005,2006,1,1,67,2,,2,2,2,5,NJ,1,1,1,1,4,50,50,50,Democrat,0.55
2155,2156,1,1,54,2,5,,2,2,5,NJ,1,1,1,1,4,50,50,50,Democrat,0.55
2418,2419,1,1,62,5,6,,2,2,1,NJ,1,1,1,1,4,50,50,50,Democrat,0.55
2598,2599,1,1,70,1,6,,1,2,1,NJ,1,1,1,1,4,50,50,50,Democrat,0.55
6587,6588,2,1,67,4,3,,1,2,1,NJ,1,1,1,1,4,50,50,50,Democrat,0.55
6415,6416,2,1,52,1,,1,2,2,3,NJ,1,1,1,1,4,60,60,60,Democrat,0.55
7498,7499,1,1,36,4,4,2,2,2,5,NJ,1,1,1,1,4,70,50,60,Democrat,0.55
379,380,2,1,60,2,5,,1,2,2,NJ,1,1,1,1,4,70,70,70,Democrat,0.55
2038,2039,2,1,77,4,5,,1,2,4,NJ,1,1,1,1,4,65,75,70,Democrat,0.55
1847,1848,2,1,80,2,6,,1,2,1,NJ,1,1,1,1,4,85,80,82.5,Democrat,0.55
6826,6827,2,1,32,4,7,,1,2,1,NJ,1,1,1,1,4,85,85,85,Democrat,0.55
304,305,2,1,50,2,5,,1,2,1,NJ,1,1,1,1,4,100,100,100,Democrat,0.55
638,639,1,1,39,2,6,,2,2,4,NJ,1,1,1,1,4,100,100,100,Democrat,0.55
5743,5744,2,1,57,4,5,,1,2,4,NJ,1,1,1,1,4,100,100,100,Democrat,0.55
4632,4633,2,1,71,4,6,,1,2,3,NJ,1,1,1,1,4,,,,Democrat,0.55
3418,3419,1,1,59,1,4,2,2,2,2,NJ,1,0,1,1,3,40,40,40,Democrat,0.55
2052,2053,2,1,50,4,4,1,1,2,4,NJ,1,0,1,1,3,50,50,50,Democrat,0.55
3918,3919,2,1,40,4,,1,1,2,4,NJ,1,0,1,1,3,50,50,50,Democrat,0.55
4037,4038,2,1,64,2,6,,2,2,2,NJ,1,0,1,1,3,50,50,50,Democrat,0.55
5150,5151,1,1,30,4,4,1,2,2,5,NJ,1,0,1,1,3,50,50,50,Democrat,0.55
5540,5541,2,1,59,4,4,2,2,2,5,NJ,1,0,1,1,3,50,50,50,Democrat,0.55
6871,6872,2,1,20,1,2,,1,2,2,NJ,1,0,1,1,3,50,50,50,Democrat,0.55
7375,7376,2,1,44,4,4,2,1,2,1,NJ,1,0,1,1,3,50,50,50,Democrat,0.55
7561,7562,2,1,70,4,4,1,2,2,4,NJ,1,0,1,1,3,50,50,50,Democrat,0.55
4663,4664,2,1,31,,5,,2,2,3,NJ,1,0,1,1,3,50,60,55,Democrat,0.55
559,560,2,1,36,4,5,,1,2,1,NJ,1,0,1,1,3,60,60,60,Democrat,0.55
8178,8179,2,1,65,1,6,,1,2,2,NJ,1,0,1,1,3,60,60,60,Democrat,0.55
1194,1195,2,1,,4,5,,1,2,4,NJ,1,0,1,1,3,75,50,62.5,Democrat,0.55
939,940,1,1,56,4,,1,1,2,2,NJ,1,0,1,1,3,70,60,65,Democrat,0.55
2881,2882,2,1,21,4,4,1,2,2,5,NJ,1,0,1,1,3,85,60,72.5,Democrat,0.55
3610,3611,2,1,80,2,5,,1,1,1,NJ,1,0,1,1,3,85,60,72.5,Democrat,0.55
5832,5833,2,1,64,4,5,,2,2,3,NJ,1,0,1,1,3,75,75,75,Democrat,0.55
998,999,2,1,70,1,4,1,2,2,1,NJ,1,0,1,1,3,70,85,77.5,Democrat,0.55
1040,1041,2,1,42,4,5,,1,2,4,NJ,1,0,1,1,3,85,85,85,Democrat,0.55
4488,4489,1,3,30,4,4,1,1,1,5,NJ,1,0,1,1,3,70,100,85,Democrat,0.55
4971,4972,1,1,18,1,4,2,1,1,1,NJ,1,0,1,1,3,85,85,85,Democrat,0.55
4657,4658,1,1,44,2,4,2,1,2,1,NJ,1,0,1,1,3,100,85,92.5,Democrat,0.55
5661,5662,1,1,76,1,4,1,1,2,5,NJ,1,0,1,1,3,95,95,95,Democrat,0.55
6981,6982,2,1,57,4,5,,1,1,5,NJ,1,0,1,1,3,100,90,95,Democrat,0.55
2371,2372,1,1,42,2,3,,2,1,5,NJ,1,0,1,1,3,100,100,100,Democrat,0.55
8155,8156,1,1,44,4,5,,1,1,2,NJ,1,0,1,1,3,100,100,100,Democrat,0.55
7262,7263,1,1,,4,4,2,2,2,5,NJ,1,,1,1,3,0,0,0,Democrat,0.55
2878,2879,1,1,68,2,6,,2,2,2,NJ,0,1,1,1,3,50,0,25,Democrat,0.55
3796,3797,1,1,18,4,4,2,1,2,5,NJ,0,1,1,1,3,50,40,45,Democrat,0.55
580,581,1,1,42,1,,1,2,2,3,NJ,0,1,1,1,3,50,50,50,Democrat,0.55
1021,1022,1,1,,4,4,2,,,3,NJ,0,1,1,1,3,50,50,50,Democrat,0.55
3744,3745,1,1,50,1,,1,1,2,3,NJ,0,1,1,1,3,50,50,50,Democrat,0.55
5374,5375,2,1,39,1,4,1,1,2,1,NJ,0,1,1,1,3,50,50,50,Democrat,0.55
6382,6383,2,1,39,1,3,,2,2,2,NJ,0,1,1,1,3,50,50,50,Democrat,0.55
6583,6584,1,1,66,1,2,,2,2,2,NJ,0,1,1,1,3,50,55,52.5,Democrat,0.55
3062,3063,2,1,54,2,5,,1,2,4,NJ,0,1,1,1,3,70,50,60,Democrat,0.55
3661,3662,2,1,67,4,,2,1,2,2,NJ,0,1,1,1,3,60,60,60,Democrat,0.55
6963,6964,1,1,52,5,,2,1,2,2,NJ,0,1,1,1,3,85,40,62.5,Democrat,0.55
2095,2096,1,1,44,1,5,,1,2,3,NJ,0,1,1,1,3,70,60,65,Democrat,0.55
6563,6564,1,1,69,1,,2,1,2,4,NJ,0,1,1,1,3,60,70,65,Democrat,0.55
1996,1997,2,1,54,2,4,2,2,2,2,NJ,0,1,1,1,3,85,60,72.5,Democrat,0.55
2325,2326,2,1,61,2,4,2,2,2,5,NJ,0,1,1,1,3,100,50,75,Democrat,0.55
2609,2610,1,1,32,2,6,,2,2,5,NJ,0,1,1,1,3,90,70,80,Democrat,0.55
5521,5522,2,1,56,2,5,,1,2,1,NJ,0,1,1,1,3,100,60,80,Democrat,0.55
4723,4724,2,1,39,2,3,,2,2,3,NJ,0,1,1,1,3,85,85,85,Democrat,0.55
7377,7378,2,1,77,1,4,2,2,2,3,NJ,0,1,1,1,3,85,85,85,Democrat,0.55
4118,4119,2,1,61,1,6,,1,1,1,NJ,0,1,1,1,3,100,85,92.5,Democrat,0.55
144,145,2,1,34,1,6,,2,2,1,NJ,0,1,1,1,3,100,100,100,Democrat,0.55
7950,7951,2,1,39,1,,2,1,2,5,NJ,0,1,1,1,3,100,100,100,Democrat,0.55
4263,4264,2,1,54,4,,2,,,1,NJ,0,1,1,1,3,,,,Democrat,0.55
4905,4906,1,1,65,4,3,,2,2,3,NJ,0,0,1,1,2,50,50,50,Democrat,0.55
4908,4909,1,1,80,1,2,,2,2,5,NJ,0,0,1,1,2,50,50,50,Democrat,0.55
5451,5452,2,3,27,1,3,,1,1,1,NJ,0,0,1,1,2,0,100,50,Democrat,0.55
5872,5873,1,1,34,2,,1,2,2,3,NJ,0,0,1,1,2,50,50,50,Democrat,0.55
7337,7338,1,1,70,4,2,,1,1,5,NJ,0,0,1,1,2,50,50,50,Democrat,0.55
8256,8257,2,1,49,1,2,,1,2,3,NJ,0,0,1,1,2,50,50,50,Democrat,0.55
2400,2401,1,1,59,4,4,2,1,2,3,NJ,0,0,1,1,2,60,50,55,Democrat,0.55
5899,5900,1,1,21,1,4,3,1,2,4,NJ,0,0,1,1,2,60,50,55,Democrat,0.55
6205,6206,2,1,45,1,4,1,2,2,1,NJ,0,0,1,1,2,60,50,55,Democrat,0.55
3686,3687,2,1,53,1,2,,1,2,1,NJ,0,0,1,1,2,60,60,60,Democrat,0.55
3423,3424,1,1,66,1,2,,1,2,2,NJ,0,0,1,1,2,70,60,65,Democrat,0.55
411,412,2,4,43,4,1,,1,2,5,NJ,0,0,1,1,2,70,70,70,Democrat,0.55
1481,1482,1,1,80,2,6,,2,2,2,NJ,0,0,1,1,2,70,70,70,Democrat,0.55
2473,2474,1,1,59,1,4,1,1,2,4,NJ,0,0,1,1,2,70,70,70,Democrat,0.55
2738,2739,1,1,55,1,2,,1,1,4,NJ,0,0,1,1,2,70,70,70,Democrat,0.55
3271,3272,1,1,80,4,4,1,1,2,5,NJ,0,0,1,1,2,70,70,70,Democrat,0.55
4324,4325,2,1,52,1,,1,1,2,4,NJ,0,0,1,1,2,90,50,70,Democrat,0.55
604,605,2,1,56,1,,2,1,1,2,NJ,0,0,1,1,2,85,60,72.5,Democrat,0.55
6095,6096,2,2,51,1,,1,1,2,2,NJ,0,0,1,1,2,85,60,72.5,Democrat,0.55
2662,2663,1,1,60,1,2,,1,2,5,NJ,0,0,1,1,2,85,65,75,Democrat,0.55
2057,2058,2,1,66,1,3,,1,2,2,NJ,0,0,1,1,2,70,85,77.5,Democrat,0.55
3946,3947,2,1,59,4,4,2,1,2,3,NJ,0,0,1,1,2,70,85,77.5,Democrat,0.55
3859,3860,2,1,38,1,1,,1,1,5,NJ,0,0,1,1,2,80,80,80,Democrat,0.55
1511,1512,2,1,57,1,2,,1,1,3,NJ,0,0,1,1,2,85,80,82.5,Democrat,0.55
64,65,1,1,38,4,2,,1,2,4,NJ,0,0,1,1,2,85,85,85,Democrat,0.55
303,304,1,1,72,2,4,2,1,2,3,NJ,0,0,1,1,2,85,85,85,Democrat,0.55
1756,1757,1,1,70,1,3,,1,2,5,NJ,0,0,1,1,2,85,85,85,Democrat,0.55
2166,2167,2,1,47,1,2,,1,2,1,NJ,0,0,1,1,2,85,85,85,Democrat,0.55
2816,2817,1,1,41,4,6,,1,1,5,NJ,0,0,1,1,2,85,85,85,Democrat,0.55
3366,3367,2,2,57,1,1,,1,2,3,NJ,0,0,1,1,2,85,85,85,Democrat,0.55
